adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
,,,,,,18,,1995-10-20,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,6-4,,,0,0,,,,,,,,0,,,,,,,Kyle Phillips,,,,1,,,,,,PhilKy00,,,,,,,,,,,,,,,,,,,,,,,1.5,,Career,20,,,,,,,,,,,277,,,,,,,,,,,0
,,,,,4.0,16,,1992-10-20,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,16.0,9.0,5-10,,,1,0,,,,,,,,24,,,,,,,Brian Poole,,,,9,,,,,,PoolBr01,CB/de,,,,,,,,,,,,,,,,,,,,,,1.0,,2016,42,ATL,,,,,,,,,,213,,,,,,,,,,10.0,24
,,,,,2.0,14,,1992-10-20,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,5-10,,,0,0,,,,,,,,0,,,,,,,Brian Poole,,,,4,,,,,,PoolBr01,cb,,,,,,,,,,,,,,,,,,,,,,1.0,,2017,49,ATL,,,,,,,,,,213,,,,,,,,,,,0
,,,,,4.0,21,,1992-10-20,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,16.0,9.0,5-10,,,3,0,,,,,,,,2,,,,,,,Brian Poole,,,,6,,,,,,PoolBr01,cb/db/lb,,,,,,,,,,,,,,,,,,,,,,3.0,,2018,53,ATL,,,,,,,,,,213,,,,,,,,,,0.0,2
,,,,,,11,,1992-10-20,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,13.0,9.0,5-10,,,1,1,,,,,,,,15,,,,,,,Brian Poole,,,,5,,,,,,PoolBr01,CB,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2019,44,NYJ,,,,,,,,,,213,,,,,,,,,,0.0,15
,,,,,10.0,62,,1992-10-20,,,,,,,,,,,,,,,,,0.0,1.0,4.0,0.0,,60.0,30.0,5-10,,,5,1,,,,,,,,24,,,,,,,Brian Poole,,,,24,,,,,,PoolBr01,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,Career,188,,,,,,,,,,,213,,,,,,,,,,10.0,41
,30.0,30.0,,,5.0,0.0,1.0,1988-10-27,,63.2,1.0,,17.7,,,,,,,,,,,,1,0,1,0,,16.0,11.0,5-10,0.0,,,,0.0,,,,,,,,,30.0,,,36,39,Bilal Powell,,30.0,,,100.0,0.0,0.0,30.0,30.0,PoweBi00,RB,,,,,,118.7,0,272,17.0,7.6,36,2.3,176,11.0,1,697,4.0,43.6,1,,,0.0,,2013,2.0,NYJ,,,57,0.0,,,212,,,204,969,0.0,,30.0,1.9,,,,4.6,0,
,0.0,0.0,,,,,1.0,1988-10-27,,58.3,0.0,,1.8,,,,,,,,,,,,0,0,1,0,,12.0,1.0,5-10,0.0,,,,0.0,,,,,,,,,0.0,,,9,17,Bilal Powell,,0.0,,,0.0,0.0,0.0,0.0,0.0,PoweBi00,rb,,,,,,39.6,0,33,2.8,4.7,7,0.6,52,4.3,0,202,3.9,16.8,0,,,0.0,,2019,,NYJ,,,12,0.0,,,59,,,204,235,0.0,,,0.0,,,,4.0,0,
,15.0,15.0,,5302.0,29.0,2.0,2.0,1988-10-27,,68.3,1.0,,,,,,,,,,,,,,8,1,6,0,,108.0,38.0,5-10,0.0,,,,0.0,0.0,54.0,3.0,,,,,25.0,30.0,,,36,75,Bilal Powell,,15.0,,,50.0,0.0,0.0,30.0,15.0,PoweBi00,,,,,,,95.8,5,1600,14.8,7.6,211,2.0,843,7.8,15,3648,4.3,33.8,20,,,0.0,,Career,11.0,,,,309,0.0,,,1054,,,204,5248,0.0,,30.0,0.3,18.0,,,5.0,0,
,,,,,0.0,,,1988-10-27,,100.0,,,,,,,,,,,,,,,1,0,0,0,,2.0,0.0,5-10,,,,,,,,,,,,,,,,,7,6,Bilal Powell,,,,,,,,,,PoweBi00,,,,,,,,0,7,3.5,7.0,1,0.5,13,6.5,0,21,1.6,10.5,0,,,0.0,,2011,,NYJ,,,1,,,,14,,,204,28,,,,,,,,2.0,0,
,,,,,3.0,0.0,,1988-10-27,,47.2,,,,,,,,,,,,,,,0,0,1,0,,14.0,2.0,5-10,,,,,,,,,,,,,,,,,16,18,Bilal Powell,,,,,,,,,,PoweBi00,rb,,,,,,,0,140,10.0,8.2,17,1.2,110,7.9,4,437,4.0,31.2,4,,,0.0,,2012,5.0,NYJ,,,36,,,,127,,,204,577,,,,,,,,4.5,0,
,,,,267.0,1.0,2.0,,1988-10-27,,73.3,,,,,,,,,,,,,,,0,1,0,0,,15.0,1.0,5-10,,,,,,0.0,34.0,2.0,,,,,25.0,,,,20,15,Bilal Powell,,,,,,,,,,PoweBi00,rb,,,,,,,0,92,6.1,8.4,11,0.7,33,2.2,1,141,4.3,9.4,1,,,0.0,,2014,4.0,NYJ,,,15,,,,44,,,204,233,,,,,17.0,,,5.3,0,
,,,,721.0,5.0,,,1988-10-27,,74.6,,,,,,,,,,,,,,,2,0,2,0,,11.0,2.0,5-10,,,,,,0.0,20.0,1.0,,,,,20.0,,,,25,24,Bilal Powell,,,,,,,,,,PoweBi00,fb/rb,,,,,,,2,388,35.3,8.3,47,4.3,70,6.4,1,313,4.5,28.5,3,,,0.0,,2015,,NYJ,,,63,,,,117,,,204,701,,,,,20.0,,,6.0,0,
,,,,,6.0,,,1988-10-27,,78.4,,,,,,,,,,,,,,,1,0,0,0,,16.0,4.0,5-10,,,,,,,,,,,,,,,,,22,35,Bilal Powell,,,,,,,,,,PoweBi00,rb/wr,,,,,,,2,388,24.3,6.7,58,3.6,131,8.2,3,722,5.5,45.1,5,,,0.0,,2016,,NYJ,,,74,,,,189,,,204,1110,,,,,,,,5.9,0,
,,,,,6.0,,,1988-10-27,,69.7,,,,,,,,,,,,,,,1,0,0,0,,15.0,10.0,5-10,,,,,,,,,,,,,,,,,31,75,Bilal Powell,,,,,,,,,,PoweBi00,RB,,,,,,,0,170,11.3,7.4,23,1.5,178,11.9,5,772,4.3,51.5,5,,,0.0,,2017,,NYJ,,,33,,,,201,,,204,942,,,,,,,,4.7,0,
,,,,,3.0,,,1988-10-27,,61.1,,,,,,,,,,,,,,,2,0,1,0,,7.0,7.0,5-10,,,,,,,,,,,,,,,,,28,38,Bilal Powell,,,,,,,,,,PoweBi00,rb,,,,,,,1,110,15.7,10.0,11,1.6,80,11.4,0,343,4.3,49.0,1,,,0.0,,2018,,NYJ,,,18,,,,91,,,204,453,,,,,,,,5.0,0,
,,,,0.0,1.0,2,,1990-11-26,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,12.0,2.0,6-0,,,0,0,,,,,,,,0,,,,0.0,,,Darryl Roberts,,,,6,,,,,,RobeDa00,db/lb,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,2016,19,NYJ,,,,,,,,,,182,,,,,,,,0.0,,0.0,0
,,,,,2.0,1,,1990-11-26,,,,,,,,,,,,,,,,,,,,,,15.0,4.0,6-0,,,1,0,,,,,,,,0,,,,,,,Darryl Roberts,,,,8,,,,,,RobeDa00,cb,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,36,NYJ,,,,,,,,,,182,,,,,,,,,,,0
,,,,,4.0,7,,1990-11-26,,,,,,,,,,,,,,,,,,,,,,16.0,10.0,6-0,,,1,0,,,,,,,,3,,,,,,,Darryl Roberts,,,,7,,,,,,RobeDa00,cb/db/fs,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,41,NYJ,,,,,,,,,,182,,,,,,,,,,,3
,,,,,,5,,1990-11-26,,,,,,,,,,,,,,,,,,,,,,12.0,10.0,6-0,,,1,0,,,,,,,,13,,,,,,,Darryl Roberts,,,,6,,,,,,RobeDa00,CB,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,56,NYJ,,,,,,,,,,182,,,,,,,,,,,13
,,,,16.0,7.0,15,,1990-11-26,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,55.0,26.0,6-0,,,3,0,,,,,,,,13,,,,0.0,,,Darryl Roberts,,,,27,,,,,,RobeDa00,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,Career,152,,,,,,,,,,,182,,,,,,,,0.0,,0.0,16
,,,,,5.0,10,,1993-09-10,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,6-4,,,,,,,,,,,,,,,,,,,Nathan Shepherd,,,,,,,,,,ShepNa00,cb/dl,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,5,NYJ,,,,,,,,,,315,,,,,,,,,,,
,,,,,,4,,1993-09-10,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Nathan Shepherd,,,,,,,,,,ShepNa00,,,,,,,,,,,,,,,,,,,,,,,2.0,,2019,5,NYJ,,,,,,,,,,315,,,,,,,,,,,
,,,,,5.0,14,,1993-09-10,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,6-4,,,,,,,,,,,,,,,,,,,Nathan Shepherd,,,,,,,,,,ShepNa00,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,10,,,,,,,,,,,315,,,,,,,,,,,
,,,,,1.0,,,1996-06-09,,50.0,,,,,,,,,,,,,,,0,,,,,7.0,1.0,6-3,,,,,,,,,,,,,,,,,35,,Vyncint Smith,,,,,,,,,,SmitVy00,wr,,,,,,,1,91,13.0,18.2,5,0.7,,,,,,,1,,,,,2018,,HOU,,,10,,,,5,,,202,91,,,,,,,,18.2,,
,,,,502.0,,,,1996-06-09,,51.9,,,,,,,,,,,,,,,1,0.0,1.0,0.0,,12.0,3.0,6-3,,,,,,0.0,283.0,9.0,,,,,78.0,,,,37,19.0,Vyncint Smith,,,,,,,,,,SmitVy00,wr,,,,,,,0,189,15.8,13.5,14,1.2,2.0,0.2,1.0,32.0,16.0,2.7,1,,,0.0,,2019,,NYJ,,,27,,,,16,,,202,221,,,,,31.4,,,13.8,-2.0,
,,,,593.0,1.0,,,1996-06-09,,51.4,,,,,,,,,,,,,,,1,0.0,1.0,0.0,,19.0,4.0,6-3,,,,,,0.0,283.0,9.0,,,,,78.0,,,,37,19.0,Vyncint Smith,,,,,,,,,,SmitVy00,,,,,,,,1,280,14.7,14.7,19,1.0,2.0,0.1,1.0,32.0,16.0,1.7,2,,,0.0,,Career,,,,,37,,,,21,,,202,312,,,,,31.4,,,14.9,-2.0,
,0.0,0.0,,,4.0,,1.0,1987-12-25,,45.7,0.0,,2.4,,,,,,,,,,,,0,,,,,11.0,5.0,6-3,0.0,,,,0.0,,,,,,,,,0.0,,,47,5.0,Demaryius Thomas,,0.0,,,0.0,0.0,0.0,0.0,0.0,ThomDe03,wr,,,,,,39.6,4,551,50.1,17.2,32,2.9,1.0,0.1,0.0,5.0,5.0,0.5,4,,,,,2011,,DEN,,,70,0.0,,,33,,,225,556,0.0,,,0.0,,,,16.8,,
,0.0,0.0,,10167.0,78.0,1.0,1.0,1987-12-25,,61.0,0.0,,,,,,,,,,,,,,13,0.0,1.0,0.0,,143.0,128.0,6-3,0.0,,,,0.0,0.0,398.0,16.0,,,,,65.0,0.0,,,86,5.0,Demaryius Thomas,,0.0,,,0.0,0.0,0.0,0.0,0.0,ThomDe03,,,,,,,39.6,63,9763,68.3,13.5,724,5.1,3.0,0.0,0.0,6.0,2.0,0.0,63,,,0.0,,Career,6.0,,,,1186,0.0,,,727,,,225,9769,0.0,,,0.0,24.9,,,13.4,0.0,
,,,,682.0,2.0,1.0,,1987-12-25,,56.4,,,,,,,,,,,,,,,3,0.0,1.0,0.0,,10.0,2.0,6-3,,,,,,0.0,398.0,16.0,,,,,65.0,,,,31,1.0,Demaryius Thomas,,,,,,,,,,ThomDe03,wr,,,,,,,2,283,28.3,12.9,22,2.2,2.0,0.2,0.0,1.0,0.5,0.1,2,,,0.0,,2010,2.0,DEN,,,39,,,,24,,,225,284,,,,,24.9,,,11.8,0.0,
,,,,,13.0,,,1987-12-25,,65.7,,,,,,,,,,,,,,,3,0.0,0.0,0.0,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,71,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,10,1434,89.6,15.3,94,5.9,,,,,,,10,,,0.0,,2012,,DEN,,,143,,,,94,,,225,1434,,,,,,,,15.3,0.0,
,,,,,14.0,0.0,,1987-12-25,,64.8,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,78,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,14,1430,89.4,15.5,92,5.8,,,,,,,14,,,0.0,,2013,2.0,DEN,,,142,,,,92,,,225,1430,,,,,,,,15.5,0.0,
,,,,,16.0,0.0,,1987-12-25,,60.3,,,,,,,,,,,,,,,0,,,,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,86,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,11,1619,101.2,14.6,111,6.9,,,,,,,11,,,0.0,,2014,2.0,DEN,,,184,,,,111,,,225,1619,,,,,,,,14.6,,
,,,,,9.0,,,1987-12-25,,59.3,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,72,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,6,1304,81.5,12.4,105,6.6,,,,,,,6,,,0.0,,2015,,DEN,,,177,,,,105,,,225,1304,,,,,,,,12.4,0.0,
,,,,,8.0,,,1987-12-25,,62.5,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,55,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,5,1083,67.7,12.0,90,5.6,,,,,,,5,,,0.0,,2016,,DEN,,,144,,,,90,,,225,1083,,,,,,,,12.0,0.0,
,,,,,7.0,,,1987-12-25,,59.3,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,40,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,5,949,59.3,11.4,83,5.2,,,,,,,5,,,0.0,,2017,,DEN,,,140,,,,83,,,225,949,,,,,,,,11.4,0.0,
,,,,,5.0,,,1987-12-25,,66.3,,,,,,,,,,,,,,,0,,,,,15.0,15.0,6-3,,,,,,,,,,,,,,,,,45,,Demaryius Thomas,,,,,,,,,,ThomDe03,,,,,,,,5,677,45.1,11.5,59,3.9,,,,,,,5,,,,,2018,,2TM,,,89,,,,59,,,225,677,,,,,,,,11.5,,
,,,,,3.0,,,1987-12-25,,,,,,,,,,,,,,,,,0,,,,,8.0,8.0,6-3,,,,,,,,,,,,,,,,,45,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,3,402,50.3,11.2,36,4.5,,,,,,,3,,,,,,,DEN,,,56,,,,36,,,225,402,,,,,,,,11.2,,
,,,,,,,,1987-12-25,,62.1,,,,,,,,,,,,,,,0,,,,,11.0,10.0,6-3,,,,,,,,,,,,,,,,,47,,Demaryius Thomas,,,,,,,,,,ThomDe03,WR,,,,,,,1,433,39.4,12.0,36,3.3,,,,,,,1,,,,,2019,,NYJ,,,58,,,,36,,,225,433,,,,,,,,12.0,,
,,,,,,,,1995-09-12,,100.0,,,,,,,,,,,,,,,0,0,1,0,,15.0,1.0,6-3,,,,,,,,,,,,,,,,,32,2,Trevon Wesco,,,,,,,,,,WescTr00,te,,,,,,,0,47,3.1,23.5,2,0.1,1,0.1,0,2,2.0,0.1,0,,,0.0,,2019,,NYJ,,,2,,,,3,,,267,49,,,,,,,,16.3,0,
,,,,,,,,1995-09-12,,100.0,,,,,,,,,,,,,,,0,0,1,0,,15.0,1.0,6-3,,,,,,,,,,,,,,,,,32,2,Trevon Wesco,,,,,,,,,,WescTr00,,,,,,,,0,47,3.1,23.5,2,0.1,1,0.1,0,2,2.0,0.1,0,,,0.0,,Career,,,,,2,,,,3,,,267,49,,,,,,,,16.3,0,
,,,,,,13,,1997-12-21,,,,,,,,,,,,,,,,,0,0,1,0,,12.0,8.0,6-3,,,0,0,,,,,,,,0,,,,,,,Quinnen Williams,,,,1,,,,,,WillQu00,DL,,,,,,,,,,,,,,,,,,,,,,2.5,,2019,15,NYJ,,,,,,,,,,303,,,,,,,,,,0,0
,,,,,,13,,1997-12-21,,,,,,,,,,,,,,,,,0,0,1,0,,12.0,8.0,6-3,,,0,0,,,,,,,,0,,,,,,,Quinnen Williams,,,,1,,,,,,WillQu00,,,,,,,,,,,,,,,,,,,,,,,2.5,,Career,15,,,,,,,,,,,303,,,,,,,,,,0,0
,,,,,2.0,8,,1995-05-02,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,6-4,,,,,,,,,,,,,,,,,,,Jordan Willis,,,,,,,,,,WillJo09,de,,,,,,,,,,,,,,,,,,,,,,1.0,,2017,17,CIN,,,,,,,,,,270,,,,,,,,,,,
,,,,,2.0,5,,1995-05-02,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,1.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jordan Willis,,,,1.0,,,,,,WillJo09,de,,,,,,,,,,,,,,,,,,,,,,1.0,,2018,15,CIN,,,,,,,,,,270,,,,,,,,,,0.0,0.0
,,,,,,3,,1995-05-02,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,9.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Jordan Willis,,,,,,,,,,WillJo09,,,,,,,,,,,,,,,,,,,,,,,1.0,,2019,4,NYJ,,,,,,,,,,270,,,,,,,,,,0.0,
,,,,,4.0,16,,1995-05-02,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,41.0,2.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jordan Willis,,,,1.0,,,,,,WillJo09,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,36,,,,,,,,,,,270,,,,,,,,,,0.0,0.0
,,,,,5.0,48.0,,1990-05-01,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Paul Worrilow,,,,1.0,,,,,,WorrPa00,lb/mlb,,,,,,,,,,,,,,,,,,,,,,2.0,,2013,79.0,ATL,,,,,,,,,,230,,,,,,,,,,,0.0
,,,,,7.0,59.0,,1990-05-01,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,16.0,16.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Paul Worrilow,,,,3.0,,,,,,WorrPa00,LB,,,,,,,,,,,,,,,,,,,,,,2.0,,2014,84.0,ATL,,,,,,,,,,230,,,,,,,,,,0.0,0.0
,,,,,7.0,28.0,,1990-05-01,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,15.0,15.0,6-0,,,2.0,0.0,,,,,,,,11.0,,,,,,,Paul Worrilow,,,,4.0,,,,,,WorrPa00,LB,,,,,,,,,,,,,,,,,,,,,,0.0,,2015,67.0,ATL,,,,,,,,,,230,,,,,,,,,,0.0,22.0
,,,,,2.0,6.0,,1990-05-01,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,12.0,1.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Paul Worrilow,,,,2.0,,,,,,WorrPa00,lb,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,12.0,ATL,,,,,,,,,,230,,,,,,,,,,0.0,0.0
,,,,,4.0,10.0,,1990-05-01,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,13.0,8.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Paul Worrilow,,,,1.0,,,,,,WorrPa00,LB,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,20.0,DET,,,,,,,,,,230,,,,,,,,,,0.0,0.0
,,,,,,,,1990-05-01,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Paul Worrilow,,,,,,,,,,WorrPa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,NYJ,,,,,,,,,,230,,,,,,,,,,,
,,,,,25.0,151.0,,1990-05-01,,,,,,,,,,,,,,,,,0.0,3.0,4.0,0.0,,75.0,52.0,6-0,,,2.0,0.0,,,,,,,,11.0,,,,,,,Paul Worrilow,,,,11.0,,,,,,WorrPa00,,,,,,,,,,,,,,,,,,,,,,,4.0,,Career,262.0,,,,,,,,,,,230,,,,,,,,,,0.0,22.0
,,,,,1.0,2.0,,1991-06-19,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-1,,,1.0,0.0,,,,,,,,43.0,,,,,,,Walt Aikens,,,,1.0,,,,,,AikeWa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2014,14.0,MIA,,,,,,,,,,200,,,,,,,,,,,43.0
,,,,,2.0,5.0,,1991-06-19,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,6-1,,,,,,,,,,,,,,,,,,,Walt Aikens,,,,,,,,,,AikeWa00,db/s,,,,,,,,,,,,,,,,,,,,,,0.0,,2015,15.0,MIA,,,,,,,,,,200,,,,,,,,,,,
,,,,,1.0,,,1991-06-19,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Walt Aikens,,,,,,,,,,AikeWa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,MIA,,,,,,,,,,200,,,,,,,,,,,
,,,,,1.0,0.0,,1991-06-19,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Walt Aikens,,,,,,,,,,AikeWa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,2.0,MIA,,,,,,,,,,200,,,,,,,,,,0.0,
,,,,,1.0,3.0,,1991-06-19,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,6-1,,,1.0,0.0,,,,,,,,0.0,,,,,,,Walt Aikens,,,,1.0,,,,,,AikeWa00,s,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,8.0,MIA,,,,,,,,,,200,,,,,,,,,,,0.0
,,,,,,5.0,,1991-06-19,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Walt Aikens,,,,1.0,,,,,,AikeWa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,8.0,MIA,,,,,,,,,,200,,,,,,,,,,,0.0
,,,,,6.0,15.0,,1991-06-19,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,92.0,6.0,6-1,,,2.0,0.0,,,,,,,,43.0,,,,,,,Walt Aikens,,,,3.0,,,,,,AikeWa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,47.0,,,,,,,,,,,200,,,,,,,,,,0.0,43.0
,,,,25.0,6.0,22,,1996-12-25,,,,,,,,,,,,,,,,,1,0,0,0,,16.0,11.0,6-2,,,1,1,,,,,,,,25,,,,0.0,,,Jerome Baker,,,,3,,,,,,BakeJe00,LB,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,2018,57,MIA,,,,,,,,,,225,,,,,,,,0.0,,0,25
,,,,,,47,,1996-12-25,,,,,,,,,,,,,,,,,0,1,0,0,,15.0,14.0,6-2,,,1,0,,,,,,,,34,,,,,,,Jerome Baker,,,,4,,,,,,BakeJe00,LB,,,,,,,,,,,,,,,,,,,,,,1.5,,2019,69,MIA,,,,,,,,,,225,,,,,,,,,,0,34
,,,,59.0,6.0,69,,1996-12-25,,,,,,,,,,,,,,,,,1,1,0,0,,31.0,25.0,6-2,,,2,1,,,,,,,,34,,,,0.0,,,Jerome Baker,,,,7,,,,,,BakeJe00,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,4.5,,Career,126,,,,,,,,,,,225,,,,,,,,0.0,,0,59
,,,,,1.0,3,,1993-07-02,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Vince Biegel,,,,,,,,,,BiegVi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,7,GNB,,,,,,,,,,246,,,,,,,,,,,
,,,,,1.0,1,,1993-07-02,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Vince Biegel,,,,,,,,,,BiegVi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,3,NOR,,,,,,,,,,246,,,,,,,,,,,
,,,,,,31,,1993-07-02,,,,,,,,,,,,,,,,,,,,,,15.0,10.0,6-3,,,1.0,0.0,,,,,,,,7.0,,,,,,,Vince Biegel,,,,1.0,,,,,,BiegVi00,LB,,,,,,,,,,,,,,,,,,,,,,2.5,,2019,26,MIA,,,,,,,,,,246,,,,,,,,,,,7.0
,,,,,2.0,35,,1993-07-02,,,,,,,,,,,,,,,,,,,,,,38.0,10.0,6-3,,,1.0,0.0,,,,,,,,7.0,,,,,,,Vince Biegel,,,,1.0,,,,,,BiegVi00,,,,,,,,,,,,,,,,,,,,,,,2.5,,Career,36,,,,,,,,,,,246,,,,,,,,,,,7.0
,,,,,2.0,,,1993-08-19,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,6-3,,,,,,,,,,,,,,,,,,,Evan Boehm,,,,,,,,,,BoehEv00,rg,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,ARI,,,,,,,,,,321,,,,,,,,,,,
,,,,,4.0,,,1993-08-19,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,6-3,,,,,,,,,,,,,,,,,,,Evan Boehm,,,,,,,,,,BoehEv00,RG,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,,ARI,,,,,,,,,,321,,,,,,,,,,,
